Q5NET6 idh A7E1X5 TAS2R13 1
Q5NET8 hrpA P53365 ARFIP2 1
Q5NFB0 serS P55199 ELL 1
Q5NF37 proS P56199 ITGA1 1
Q5NFV6 rpoH P60842 EIF4A1 1
Q5NEA3 ipdC P60953 CDC42 1
Q5NGV7 katG P60953 CDC42 1
Q5NFA1 FTT_1339c P61026 RAB10 1
Q5NE82 clpB P61586 RHOA 1
Q5NEN2 FTT_1594 P61769 B2M 1
Q5NET3 fadE P61769 B2M 1
Q5NEY0 galK P61769 B2M 1
Q5NFV6 rpoH P61769 B2M 1
Q5NGK2 FTT_0835 P61769 B2M 1
Q5NI40 ppdK P61769 B2M 1
Q5NF37 proS P61968 LMO4 1
Q8G8T7 asd P62314 SNRPD1 1
Q5NFC7 uvrA P63172 DYNLT1 1
Q5NF74 tktA P63244 GNB2L1 1
Q5NHX0 fusA P63244 GNB2L1 1
Q5NEC0 purL P63261 ACTG1 1
Q5NFM0 FTT_1214c P68104 EEF1A1 1
Q5NIF9 deoB P68871 HBB 1
Q8G8T7 asd P69905 HBA1 1
Q8G8T7 asd P69905 HBA2 1
Q5NHX5 cdsA P78317 RNF4 1
Q5NF37 proS P78347 GTF2I 1
Q5NHM9 glyQ P78347 GTF2I 1
Q5NGR3 secA P79522 PRR3 1
Q5NEE2 groS P84077 ARF1 1
Q5NGF2 purM P84103 SFRS3 1
Q5NGF2 purM P84103 SRSF3 1
Q5NGW2 FTT_0715 P84243 H3F3B 1
Q5NI66 acpA P84243 H3F3B 1
Q5NI93 ftsZ P98171 ARHGAP4 1
Q5NFJ3 glyA Q01518 CAP1 1
Q5NEB6 tolC Q01826 SATB1 1
Q5NHP5 dnaE Q02297 NRG1 1
Q5NIG6 FTT_0106c Q02447 SP3 1
Q5NEW7 FTT_1490 Q02763 TEK 1
Q5NI85 glnA Q02763 TEK 1
Q5NGA0 rhlE Q04900 CD164 1
Q5NI33 FTT_0257 Q05CW4 WHSC1 1
Q5NEY0 galK Q06643 LTB 1
Q5NEC0 purL Q07075 ENPEP 1
Q5NEC0 purL Q08117 AES 1
Q5NGW2 FTT_0715 Q10567 AP1B1 1
Q5NIB1 FTT_0165c Q10567 AP1B1 1
Q5NH95 FTT_0572 Q12772 SREBF2 1
Q5NIJ0 sucB Q12772 SREBF2 1
Q5NFN4 uvrB Q12802 AKAP13 1
Q5NI89 lysU Q12802 AKAP13 1
Q5NHL4 mpl Q12866 MERTK 1
Q5NET3 fadE Q12891 HYAL2 1
Q5NI85 glnA Q12929 EPS8 1
Q5NEC0 purL Q13011 ECH1 1
Q5NEC0 purL Q13042 CDC16 1
Q5NG10 cysN Q13042 CDC16 1
Q5NG28 dacD Q13106 ZNF154 1
Q5NFV6 rpoH Q13247 SRSF6 1
Q5NF53 recB Q13315 ATM 1
Q5NGV3 FTT_0726c Q13315 ATM 1
Q5NGZ7 FTT_0679c Q13435 SF3B2 1
Q5NID9 tuf Q13459 MYO9B 1
Q5NEH1 carB Q13469 NFATC2 1
Q5NGX7 pnp Q13490 BIRC3 1
Q5NEC0 purL Q13576 IQGAP2 1
Q5NI89 lysU Q13616 CUL1 1
Q5NE94 pta Q13621 SLC12A1 1
Q5NFP9 bipA Q13952 NFYC 1
Q5NHZ0 lldD1 Q14008 CKAP5 1
Q5NHZ4 valS Q14192 FHL2 1
Q5NFB0 serS Q14204 DYNC1H1 1
Q5NGL8 thrS Q14204 DYNC1H1 1
Q5NIJ3 sdhA Q14242 SELPLG 1
Q5NFM0 FTT_1214c Q14258 TRIM25 1
Q5NI40 ppdK Q14393 GAS6 1
Q5NH21 lipA Q14554 PDIA5 1
Q5NHK6 glnS Q14554 PDIA5 1
Q5NFB0 serS Q14573 ITPR3 1
Q4VP87 uup Q14590 ZNF235 1
Q5NEH1 carB Q14974 KPNB1 1
Q5NFK7 rne Q15019 SEPT2 1
Q5NI93 ftsZ Q15025 TNIP1 1
Q5NGV7 katG Q15154 PCM1 1
Q5NEC0 purL Q15388 TOMM20 1
Q5NGW2 FTT_0715 Q15477 SKIV2L 1
Q5NEC0 purL Q15849 SLC14A2 1
Q5NHE7 gyrB Q15853 USF2 1
Q5NHI8 argS Q15942 ZYX 1
Q5NFN3 sbcB Q16534 HLF 1
Q5NG53 pheS Q16534 HLF 1
Q5NEB6 tolC Q30154 HLA-DRB5 1
Q5NEM8 FTT_1598 Q4VAK3 OFD1 1
Q5NFP9 bipA Q4VAK3 OFD1 1
Q5NH25 rnfB Q52LW3 ARHGAP29 1
Q5NIF4 prfC Q5STP1 HLA-DPA1 1
Q5NIA8 prfA Q5VZM2 RRAGB 1
Q5NE94 pta Q64F87 TCIRG1 1
Q5NFC7 uvrA Q6IPW8 GLT25D1 1
Q5NF37 proS Q6P2Q9 PRPF8 1
Q5NG37 FTT_1020c Q6PHZ7 NR2C2 1
Q5NGW4 tdh Q6UN15 FIP1L1 1
Q5NF37 proS Q6W2J9 BCOR 1
Q5NF50 recC Q7L014 DDX46 1
Q5NHY6 gltX Q7L945 ZNF627 1
Q5NF52 FTT_1395c Q7LDG7 RASGRP2 1
Q5NEB5 pcm Q7Z7A1 CNTRL 1
Q5NFW7 alaS Q7Z7A1 CNTRL 1
Q5NGF9 FTT_0886 Q7Z7A1 CNTRL 1
Q5NHY6 gltX Q7Z7A1 CNTRL 1
Q5NI89 lysU Q7Z7A1 CNTRL 1
Q5NE83 FTT_1768c Q86TM6 SYVN1 1
Q5NHY6 gltX Q86TM6 SYVN1 1
Q5NI93 ftsZ Q86TM6 SYVN1 1
Q5NEL1 cysS Q86U70 LDB1 1
Q5NF68 fabG Q86VP1 TAX1BP1 1
Q5NGR3 secA Q86WZ6 ZNF227 1
Q5NE85 FTT_1766 Q8IVI9 NOSTRIN 1
Q5NFA1 FTT_1339c Q8IVI9 NOSTRIN 1
Q5NGW4 tdh Q8IVT5 KSR1 1
Q5NHR0 glmU Q8IWA4 MFN1 1
Q5NGW2 FTT_0715 Q8N1F8 STK11IP 1
Q5NF67 acpP Q8N3J9 ZNF664 1
Q5NI74 FTT_0209c Q8N3U4 STAG2 1
Q5NEB6 tolC Q8NEU8 APPL2 1
Q5NHD1 grxC Q8NF50 DOCK8 1
Q4VP87 uup Q8NHJ6 LILRB4 1
Q4VP87 uup Q8NHL6 LILRB1 1
Q5NET3 fadE Q8NHY2 RFWD2 1
Q5NI89 lysU Q8NI35 INADL 1
Q5NF74 tktA Q8TCU6 PREX1 1
Q5NI89 lysU Q8TCU6 PREX1 1
Q5NF74 tktA Q8WUX1 SLC38A5 1
Q5NFW7 alaS Q8WVM7 STAG1 1
Q5NGA0 rhlE Q92482 AQP3 1
Q5NF14 FTT_1439c Q92574 TSC1 1
Q5NF74 tktA Q92611 EDEM1 1
Q5NHZ4 valS Q92823 NRCAM 1
Q5NFR9 pilQ Q92835 INPP5D 1
Q5NGF9 FTT_0886 Q92878 RAD50 1
Q5NGV7 katG Q92918 MAP4K1 1
Q5NGE6 prlC Q92922 SMARCC1 1
Q5NF50 recC Q92956 TNFRSF14 1
Q5NF75 gapA Q92997 DVL3 1
Q5NEB6 tolC Q969G3 SMARCE1 1
Q5NG37 FTT_1020c Q96DX5 ASB9 1
Q5NIA8 prfA Q96EQ8 RNF125 1
Q5NHN6 aroE2 Q96I25 RBM17 1
Q5NHP0 gcvT Q96J02 ITCH 1
Q5NGA0 rhlE Q96KG9 SCYL1 1
Q5NHP0 gcvT Q96KG9 SCYL1 1
Q5NFN4 uvrB Q96KQ4 PPP1R13B 1
Q5NEC0 purL Q96LM7 CD37 1
Q5NI66 acpA Q96LM7 CD37 1
Q5NHX0 fusA Q96Q15 SMG1 1
Q5NFY5 FTT_1078c Q96QB1 DLC1 1
Q5NEC0 purL Q96QZ7 MAGI1 1
Q5NHE7 gyrB Q96QZ7 MAGI1 1
Q5NID9 tuf Q96RT1 ERBB2IP 1
Q5NG37 FTT_1020c Q96SE7 ZNF347 1
Q5NEX3 aceF Q96T23 RSF1 1
Q5NFR9 pilQ Q96T58 SPEN 1
Q5NGY9 hslU Q99418 CYTH2 1
Q5NFB0 serS Q99459 CDC5L 1
Q5NIB3 parE Q99459 CDC5L 1
Q5NF74 tktA Q99519 NEU1 1
Q5NFP9 bipA Q99650 OSMR 1
Q5NHC6 coq7 Q99653 CHP 1
Q5NGV3 FTT_0726c Q99685 MGLL 1
Q5NEC0 purL Q99814 EPAS1 1
Q5NFR1 aspC2 Q99814 EPAS1 1
Q5NIE8 FTT_0127c Q99933 BAG1 1
Q5NGV7 katG Q99961 SH3GL1 1
Q5NIJ3 sdhA Q9BRV8 SIKE1 1
Q5NHR1 nadM Q9BYB0 SHANK3 1
Q5NGW2 FTT_0715 Q9GZT5 WNT10A 1
Q5NFN4 uvrB Q9GZV5 WWTR1 1
Q5NEH1 carB Q9H074 PAIP1 1
Q5NGF2 purM Q9H0D6 XRN2 1
Q5NF74 tktA Q9H0R5 GBP3 1
Q5NHD1 grxC Q9H5I1 SUV39H2 1
Q5NFN4 uvrB Q9H7Z7 PTGES2 1
Q5NFA1 FTT_1339c Q9HB63 NTN4 1
Q5NFN4 uvrB Q9HB63 NTN4 1
Q5NEH1 carB Q9HCK8 CHD8 1
Q5NFN4 uvrB Q9NQ94 A1CF 1
Q5NFC4 pgi Q9NQB0 TCF7L2 1
Q5NFN4 uvrB Q9NQB0 TCF7L2 1
Q5NI85 glnA Q9NQB0 TCF7L2 1
Q5NEC0 purL Q9NR12 PDLIM7 1
Q5NGB9 hemL Q9NRA0 SPHK2 1
Q5NHZ4 valS Q9NRZ7 AGPAT3 1
Q5NFW7 alaS Q9NSC5 HOMER3 1
Q5NHC9 nrdA Q9NVK5 FGFR1OP2 1
Q5NEC0 purL Q9NXT0 ZNF586 1
Q5NHX0 fusA Q9NYB0 TERF2IP 1
Q5NEB6 tolC Q9NZM3 ITSN2 1
Q5NIQ1 purB Q9NZM3 ITSN2 1
Q5NEC0 purL Q9UBK9 UXT 1
Q5NGF2 purM Q9UBK9 UXT 1
Q5NHE8 FTT_0509c Q9UBK9 UXT 1
Q5NF53 recB Q9UBW7 ZMYM2 1
Q5NHY6 gltX Q9UHX1 PUF60 1
Q5NE72 yjjK Q9UI12 ATP6V1H 1
Q5NHI8 argS Q9UIQ6 LNPEP 1
Q5NFR9 pilQ Q9UJY5 GGA1 1
Q5NEC0 purL Q9UKK3 PARP4 1
Q5NIG3 msbA Q9UKN5 PRDM4 1
Q5NE96 ssb Q9UNE7 STUB1 1
Q5NGB9 hemL Q9UNE7 STUB1 1
Q5NEH1 carB Q9UNK0 STX8 1
Q5NI90 prfB Q9UNK0 STX8 1
Q5NFK7 rne Q9UQE7 SMC3 1
Q5NEX4 lpd Q9Y2G2 CARD8 1
Q5NID9 tuf Q9Y2G2 CARD8 1
Q5NE99 secB2 Q9Y2J2 EPB41L3 1
Q5NEV5 xerC Q9Y2M5 KLHL20 1
Q5NI85 glnA Q9Y2W2 WBP11 1
Q5NFQ6 FTT_1170 Q9Y5P4 COL4A3BP 1
Q5NIG1 polA Q9Y5P4 COL4A3BP 1
Q5NHX3 pgsA Q9Y6Q9 NCOA3 1
Q5NIE2 glpF Q9Y6R1 SLC4A4 1
